,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
6641,1369259148412481538,The Weather Channel India,India,"Daily weather news, tidbits, video and alerts from The Weather Channel India
#MausamIsAwesome",2017-10-17 19:01:35,52381,119,213,True,2021-03-09 12:09:55,#COVID19Vaccines developed by #Moderna and #PfizerBioNTech significantly appear less effective against the coronavi… https://t.co/SIm3cnf5bf,"['COVID19Vaccines', 'Moderna', 'PfizerBioNTech']",TweetDeck,0,3,False
9998,1429836455078137859,The North American,North America,"Focused on News, Business, and Politics | Sports Page: @NorthIndexSport TheNorthAmericanOfficial@gmail.com",2019-04-20 05:20:29,268,662,520,False,2021-08-23 16:02:30,#NEWSALERT: With the FDA giving full approval for the use and authorization of the Pfizer BioNtech Covid 19 vaccine… https://t.co/kmXLb7nto0,['NEWSALERT'],Twitter for iPhone,0,1,False
6083,1364720552187895809,Keith Goode,Sydney,"Independent research of ASX listed mining companies based on site visits. 
Gold & Platinum follower / analyst since 1976",2012-05-24 02:37:36,2186,1077,5186,False,2021-02-24 23:35:09,@smh New cure for #COVID19 that almost any adult could follow - eating 9 gin-soaked golden raisins (which have soak… https://t.co/Ajp3NH7DUx,['COVID19'],Twitter for iPhone,0,0,False
2966,1348256102580953088,Soheila Dashti,,"Journalist, Human Right Activist , No war on Iran No appeasment with regime.",2010-12-26 10:41:23,3770,2022,15795,False,2021-01-10 13:11:18,"#Iran:#Coronavirus Death Toll Exceeds199,300
.@Maryam_Rajavi:Khamenei’s Red Crescent announced a ban on importing15… https://t.co/83WLcSHXL7","['Iran', 'Coronavirus']",Twitter Web App,3,2,False
963,1340345048618119172,Financial Mirror,Cyprus,"Cyprus business news & solutions provider, est. 1993 #FMcy",2010-09-29 08:17:16,4716,4663,5497,False,2020-12-19 17:15:36,"#Cyprus took delivery Saturday of 2 medical freezers from 
@PHCbiomed that will store the first batch of… https://t.co/K5sr00Qg3Z",['Cyprus'],Twitter Web App,1,1,False
7081,1373000782707097604,Just Me,United Kingdom of Unicorns,Person of Talent. Girly swot. Trekkie. #jesuiseuropean. innit. 🇪🇺🇬🇧🇮🇳🕷,2010-05-01 18:46:35,423,519,41027,False,2021-03-19 19:57:50,@Sillyshib @JohnWest_JAWS @TechnicallyRon @jonsnowC4 @WillBlackWriter My poor dad ☹️ We’ve done everything asked of… https://t.co/BUCR7janf2,,Twitter for iPhone,4,10,False
1928,1344746721566453760,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1493,384,13172,False,2020-12-31 20:46:17,@WHO @WHOAFRO @WHO_Europe @WHOEMRO @pahowho @PAHOCaribbean @WHOWPRO @WHOSEARO @OPSOMSMexico @WHOEgypt @WHOJordan An… https://t.co/6Z75iYXJ6t,,Twitter for Android,0,0,False
9069,1415257302010155008,Meng 👑,♥ MNL ✈ ❤,"TRUST IN THE LORD Have Faith, Do Not Despair.✟ Believer of Christ 🙏 & Pursuer of Dreams👆🏻 BSIT Graduate 🎓😇 👻: @iamromelvillena",2012-09-23 03:13:43,878,902,3755,False,2021-07-14 10:30:09,"Fully Vaccinated 💉👊🙏 We are all in this together. Be Smart, Stay safe and Healthy 🤗 God bless us all 😇💗
.
.
.
.
.
.… https://t.co/N66tbnGYwn",,Instagram,0,0,False
3546,1349743120464965635,Megan DeLaire,Canada,Torstar reporter. I'm a night owl and an early bird. Tweets are mine. She/her.,2012-06-25 21:45:51,491,923,344,False,2021-01-14 15:40:11,"If you know or someone you know is on the fence about receiving one of the approved COVID-19 vaccines, maybe this i… https://t.co/C4qOZ0WfjM",,Twitter Web App,0,0,False
3022,1348029773495349251,Catriona 💙 #WeImprove QI Coach,"London, England","Quality Improvement Manager. Newham University Hospital, Barts Health NHS Trust. Views expressed are my own and not on behalf of any organisation. #WeImprove",2016-02-02 22:55:22,1717,1844,20280,False,2021-01-09 22:11:57,Elated for my sister Caroline who Works in the #frontline in a Chicago hospital as a #ITUNurse - First in family fu… https://t.co/jIsW2SPQWs,"['frontline', 'ITUNurse']",Twitter for iPhone,0,30,False
7691,1379577805420130306,Megan Airton-C,,Project manager and Vancouver mom of 7 yo twin girls. Living and working on unceded Indigenous land. Proud ally of the LGBTQ2S community. She/her.,2012-10-30 01:02:24,201,316,24085,False,2021-04-06 23:32:34,My mum and dad got their first doses of #PfizerBiontech today and I am just so so incredibly grateful and relieved.… https://t.co/axWo5XvTql,['PfizerBiontech'],Twitter for iPhone,0,10,False
1738,1343955926173282306,Ahmed J Versi,,"Editor, The Muslim News. Ranked among the top 20 most powerful Asians in the British media by the Guardian.",2010-06-20 16:38:45,2049,284,287,False,2020-12-29 16:23:56,"PM's Spokesman said UK has recd until 25 Dec, 22 new deliveries of #PfizerBioNTech #COVID19 #vaccines. However, he… https://t.co/y8h4cUYHXz","['PfizerBioNTech', 'COVID19', 'vaccines']",Twitter Web App,0,0,False
7044,1372617384217939970,🇬🇧🇬🇧 Goldilocks 🇬🇧🇬🇧,"England, United Kingdom",It doesn’t make sense to hire smart people and then tell them what to do...hire smart people so they can tell you what to do! Independent GB 🇬🇧 views my own,2012-11-12 22:00:55,354,690,21899,False,2021-03-18 18:34:21,To convince Brazil to sign a deal with #PfizerBiontech possibly https://t.co/Z2GJ5BipLG,['PfizerBiontech'],Twitter for iPhone,0,0,False
3813,1350408188173185026,staffnursemiller,,"ED nurse. Passion for emergency, respiratory, palliative care and nurse education. BSc. (Hons)@tcd_snm MSc. student. Views my own.",2019-05-18 08:34:30,107,434,392,False,2021-01-16 11:42:56,Day 3 post Covid vaccine and I feel great! Looking forward to dose 2! The staff at the UHG vaccination centre… https://t.co/iKoDawlTYK,,Twitter for iPhone,1,8,False
38,1337733927885303808,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:19:56,"FACT SHEET FOR HEALTHCARE PROVIDERS ADMINISTERING VACCINE

#PfizerBioNTech 
#CovidVaccine 

https://t.co/xRaOiACZSD","['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False
7911,1383847028120199175,Herd,,,2016-08-11 11:26:10,48,87,1506,False,2021-04-18 18:16:56,"@RCObsGyn Yes get the poison 
A 2-year-old child has died following the #Pfizer jab after her mother put her forwar… https://t.co/LXn0IWVpJI",['Pfizer'],Twitter for Android,0,2,False
2469,1346837682056552452,Sharon Eckman,,Multi-tasking actor/singer/writer/ workshop facilitator/ Shiatsu practitioner. Will never read or watch anything where a dog dies. Or the Daily Fail.,2012-05-30 11:18:52,1340,1773,12552,False,2021-01-06 15:15:01,Mother getting her first jab on Friday but has to wait three months for the second. She's 88. #PfizerBioNTech have… https://t.co/GRGThlZe6a,['PfizerBioNTech'],Twitter for Android,0,1,False
7729,1379056019721089028,Peter van Brandwijk,"Rotterdam, Nederland","Oh.... and don't pay any attention to the band of players and musicians, they're always ... Ragged Heroes : A Harp Band.

https://t.co/Em0M1QikPf",2014-11-16 09:28:09,561,562,2954,False,2021-04-05 12:59:11,#Israel:  Antibody levels of health workers who were inoculated with the #PfizerBiontech #vaccine dropped sharply i… https://t.co/Kl0tpv40sw,"['Israel', 'PfizerBiontech', 'vaccine']",Twitter Web App,0,1,False
4501,1353404000440299520,TheRag,Ragbag Of Reviews And Insights,siya@mmvii.co.za/heelextension@gmail.com,2019-02-11 18:11:23,485,5004,67,False,2021-01-24 18:07:13,"""Vaccine Hoarding"" Under Spotlight At The #UnitedNations https://t.co/GIa2W4wRxn #PfizerBioNTech #COVAX… https://t.co/rlHHG1Jjj0","['UnitedNations', 'PfizerBioNTech', 'COVAX']",Twitter Web App,1,0,False
1230,1341899807628140544,Canadian Advocacy Centre 4 Health Safety & Justice,Canada ,#CACHSJ advocates for #civilrights #humanrights #digital #information & #privacyrights; #healthsovereignty  #mentalhealth rights; #workerrights #employmentlaw,2020-09-10 19:03:53,605,2037,625,False,2020-12-24 00:13:40,"#COVID19 Vaccine Update for #PfizerBioNTech - 5,052 'Health Impact Events' in the first 5 days of administration in… https://t.co/NHbRlJ7u4k","['COVID19', 'PfizerBioNTech']",Twitter Web App,2,2,False
4470,1353646324659478528,@kelly2020,,,2020-10-26 07:31:14,37,2092,721,False,2021-01-25 10:10:07,"@piersmorgan @GMB YOU SOON ENOUGH, YOU HAVE FAILED TO GRILL THEM ON VACCINE, WHAT MEDICAL OR SCIENTIFIC DEGREE DOES… https://t.co/DCU9f3Ps3g",,Twitter for Android,0,0,False
10359,1437074630158823431,Anke,Germany,#Nordlicht▪#Ostfriesland im ❤ ▪#EqualRights supporter ▪ #SocialDemocrat▪#European ▪enjoy music▪Optimist ▪ Pragmatist,2012-02-02 20:26:23,791,361,55192,False,2021-09-12 15:24:26,I know exactly ONE person with legitimate medical reasons not to get the vaccine. My whole family got the… https://t.co/C8ClfNQeTw,,Twitter for Android,1,4,False
5922,1363080374709071873,Sue Reeve ♥️🧡💛💚💙💜🇪🇺🏳️‍🌈🕊️🕷️,Glasgow environs.,"Londoner now living in Glasgow suburbs via The Cotswolds & Manchester. Likes news & current affairs, local produce, cricket, cats. Rebellious Catholic. I❤️Mcr",2010-12-28 19:17:39,1415,2228,61589,False,2021-02-20 10:57:40,One #PfizerBioNTech shot gives 85% #Covid protection - study https://t.co/Lpg2qNExOo,"['PfizerBioNTech', 'Covid']",Twitter for Android,0,0,False
2797,1347968262823436290,Marc Siegel MD,,"@FoxNews Med contributor, Professor Medicine @nyulangone, nothing opinion of employer, Medical Director NYUDoctorRadio @SiriusXm https://t.co/E9GVSZXKKT",2010-06-01 21:30:29,32831,538,10400,False,2021-01-09 18:07:32,Dr. Marc Siegel: Speeding up COVID vaccinations — will Biden’s reversal of Trump policy help or hurt?… https://t.co/iGgELAgHZh,,Twitter for iPhone,7,17,False
7226,1374624820739108865,Marco Vergari,"Ravenna , Italy","Financial consultant  interested in financial mkts, hedge funds, #assetmanagement , #tech, #SRI, #ESG , former financial reporter, CAIA charthldr",2012-01-31 10:22:44,13283,13082,804,False,2021-03-24 07:31:11,"#Hong Kong halts #Pfizer/BioNTech COVID-19 #vaccines, investigates packaging https://t.co/c41jZFxmip #HongKong… https://t.co/7tDnzvm6vT","['Hong', 'Pfizer', 'vaccines', 'HongKong']",Twitter Web App,0,0,False
1283,1341769038121340929,KP’s Hockey Twitr,Canada,I’m only here for the hockey talk. Love the game. #HotStoveHockey,2018-12-05 02:31:22,38,341,1803,False,2020-12-23 15:34:02,Best Christmas 🎄 gift ever: news that workers in my 95-year old grandmother’s retirement home are receiving the… https://t.co/jfsFcHysqR,,Twitter for iPhone,0,0,False
8285,1392932666517954566,Denver Now,"Denver, CO","Your spot for local events, news, food, sports, and other happenings in the Denver Metro area! A local hub of Our Community Now  🏙  @OurCoNow #denvernow",2014-01-16 23:11:18,394,1487,523,False,2021-05-13 20:00:01,"On Monday, the Food and Drug Administration authorized the Pfizer-BioNtech COVID-19 vaccine for emergency use among… https://t.co/o9JDdiaq7A",,TweetDeck,0,0,False
1,1338158543359250433,Albert Fong,"San Francisco, CA","Marketing dude, tech geek, heavy metal & '80s music junkie. Fascinated by meteorology and all things in the cloud. Opinions are my own.",2009-09-21 15:27:30,834,666,178,False,2020-12-13 16:27:13,"While the world has been on the wrong side of history this year, hopefully, the biggest vaccination effort we've ev… https://t.co/dlCHrZjkhm",,Twitter Web App,1,1,False
3317,1348972222233399301,Ｊｅｒｕｓａｌｅｍ 🌹,"London, UK",Welcome to my minty brain farts. 🏃🏽‍♂️He / Him,2018-10-21 22:40:18,490,601,15621,False,2021-01-12 12:36:55,Of course i took a (shitty) vid but it was just like the normal flu jab. Felt tired for about 10 mins after the inj… https://t.co/daasMqXmkh,,Twitter for iPhone,0,22,False
3433,1352400599803977730,The Epoch Times,"New York, USA","An independent, award-winning voice in print & online. Integrity & truthfulness in reporting. Email Sign up: https://t.co/OovwXvDr5L",2009-04-05 23:54:55,403105,80,29047,True,2021-01-21 23:40:04,"The #PfizerBioNTech-made #Vaccine may be effective against the more transmissible #COVID19UK variant, according to… https://t.co/Zk1PKpJ4Gy","['PfizerBioNTech', 'Vaccine', 'COVID19UK']",Buffer,12,40,False
5622,1361429171906498560,Mary Elizabeth,"Manhattan, NY","I’m a harpist and scientist, working as an editor for Nature when I’m not making music, biking or skiing. All views are my own.",2018-05-19 19:00:30,510,576,2187,False,2021-02-15 21:36:23,Research reported in @nature on 20 participants showed that the neutralizing activity of the #modernavaccine and… https://t.co/AEoLdQcfGU,['modernavaccine'],Twitter Web App,1,1,False
564,1339280682221264898,KatInETex,,Back fighting censors 4 @RealDonaldTrump & to #StopTheSteal 5th Gen Great State of TX - REAL CHEROKEE #FightLikeAFlynn 🇺🇸 💥 #SidneyPowell American Hero #1776,2020-11-21 16:41:56,29,84,3938,False,2020-12-16 18:46:11,"@asidigo Ummm...I will be waiting for like FOREVER. 

But you can have mine. 

The #PfizerBioNTech CURE for STUPID… https://t.co/53GpddEXjJ",['PfizerBioNTech'],Twitter Web App,0,0,False
1535,1341105910073225216,euDebates.tv,Belgium,"https://t.co/gSlYud23gf promotes debate dialogue, participation and communication among citizens for a better Europe!🇪🇺
euDebates! YOU?
Your opinion counts!👥👥",2012-02-26 20:49:33,104,123,1126,False,2020-12-21 19:39:00,"Who will have the #Pfizer #PfizerBioNTech #vaccine first and when can I get it?
#CovidVaccine authorisation for Eur… https://t.co/hf2mingKBM","['Pfizer', 'PfizerBioNTech', 'vaccine', 'CovidVaccine']",Twitter Web App,0,2,False
5617,1361492251713568769,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,739856,425,950,True,2021-02-16 01:47:02,#NSTnation Prime Minister #MuhyiddinYassin today announced that the #PfizerBioNTech #Covid19 #vaccine is expected t… https://t.co/a4WQsC2sER,"['NSTnation', 'MuhyiddinYassin', 'PfizerBioNTech', 'Covid19', 'vaccine']",TweetDeck,16,10,False
5563,1362110582544080896,Glasgow Girl,Scotland,There are none more hopelessly enslaved than those who falsely believe they are free.,2021-02-03 13:49:43,1613,270,354,False,2021-02-17 18:44:04,"#PfizerVaccine #PfizerBioNTech 
MSM will tell you these ""vaccines"" are safe and thoroughly checked etc. How can any… https://t.co/V2DdFwJLtA","['PfizerVaccine', 'PfizerBioNTech']",Twitter Web App,8,19,False
10832,1448554366412070912,Linh Chameleon,,"I love films, theatre, books and music http://t.co/RVNOiiqyii",2009-04-21 11:52:00,488,457,41287,False,2021-10-14 07:40:48,"Goodbye AstraZeneca (Vaxzevria) vaccine! It killed a few too many people, caused vaccine hesistancy and Australia w… https://t.co/bUyVNb2IzD",,Twitter for Android,0,0,False
1939,1344698564962869249,Auggie Lopes,London,Instagram  @auggie_lopes Private chef in London. Leiths grad.,2013-10-26 18:07:04,41,374,2473,False,2020-12-31 17:34:55,"@rupertg It’s beyond me how incompetent &amp; reckless this government is How can they manage 2 disregard @pfeizer , sc… https://t.co/B43o97dsxM",,Twitter for iPad,0,1,False
8146,1394888199449681921,@luncheonham,,,2013-06-30 19:41:31,358,5,89570,False,2021-05-19 05:30:37,"@wanderfree @willripleyCNN @RobynCurnowCNN @CNN .
#CNN &amp; Will Ripley et al,  spreading both #misinformation &amp;… https://t.co/OxFR9hZxMI","['CNN', 'misinformation']",Twitter Web App,0,0,False
5774,1362642319481053186,ActivistBowen,Hong Kong,"person, web writer, dissident, son, brother, friend; NOT a 1-man show; RTs = IMPORTANCE, NOT NECESSARILY ENDORSEMENTS; REASONABLENESS over loyalty",2011-06-08 20:17:01,3789,5001,4868,False,2021-02-19 05:57:00,2. a) NOT good/ALARMING: 72-year-old Singaporean man who received PFIZER-BIONTECH vaccine LATER SUFFERS A CARDIAC A… https://t.co/yUU3SaIyjw,,Twitter Web App,0,0,False
6959,1372002617828642817,The Straits Times,Singapore,"Stay in the know with the latest news from Singapore and around the world. Breaking news | Exclusives | Opinion 
📧: stshare@sph.com.sg
📱: https://t.co/yTmX7znOOT",2009-05-05 06:48:23,1083403,127,2,True,2021-03-17 01:51:29,#Moderna #Covid19 jabs will be administered at 4 new vaccination centres in #Singapore starting from today. How it… https://t.co/G6fPt6C4OR,"['Moderna', 'Covid19', 'Singapore']",Twitter Web App,47,58,False
4646,1354090744131313664,Judy Abel #Rejoin,,"#Health #environment #music #tennis #faith #Danish heritage. Ex Neurological Alliance, Asthma UK, Policy Connect Health, Lib Dem MP's Office, BMA. Views my own.",2012-06-14 11:22:59,607,1077,15128,False,2021-01-26 15:36:05,Surely it is also important people continue to follow the restrictions as they are not technically fully vaccinated… https://t.co/2ZFPirIC8p,,Twitter Web App,0,0,False
7161,1374073489720770560,Rishi G,,Belgian guy fan of series and American politics . Appreciate quality food and restaurants.,2019-09-26 14:44:15,2,13,66,False,2021-03-22 19:00:23,@GSK We re still waiting a help from gsk for the production of the covid vaccines. Take example on sanofi and provi… https://t.co/9KO7MuweTY,,Twitter for iPhone,0,0,False
